Set Lambda Up(nm), Detector 5 (cts/s), Error Counts
1495.4, 21300.5, 182.075945693
1495.3, 19261.6, 266.804872519
1495.2, 19582.7, 204.75890701
1495.1, 21011.4, 235.331765812
1495.0, 20062.9, 171.260882866
1494.9, 19537.6, 153.169970947
1494.8, 20591.7, 1243.41787425
1494.7, 20424.0, 412.365129467
1494.6, 18760.6, 262.524741691
1494.5, 20209.2, 282.416288482
1494.4, 19936.5, 209.112051303
1494.3, 19817.3, 377.192271925
1494.2, 18918.3, 199.697796683
1494.1, 19455.8, 211.512080033
1494.0, 20174.5, 338.349301758
1493.9, 20220.8, 83.3112237337
1493.8, 20296.5, 260.770109483
1493.7, 20825.0, 338.779279177
1493.6, 20040.3, 237.644713806
1493.5, 20387.2, 239.996999981
1493.4, 21128.2, 257.729625771
1493.3, 21353.2, 412.483890595
1493.2, 21112.2, 193.666620769
1493.1, 19951.1, 215.799189062
1493.0, 19861.0, 318.220049651
1492.9, 20437.7, 166.829284
1492.8, 19490.2, 325.997484653
1492.7, 20111.3, 226.978435099
1492.6, 20201.1, 144.715894082
1492.5, 19265.3, 161.894440918
1492.4, 19227.1, 303.611412829
1492.3, 19865.0, 363.078503908
1492.2, 18008.6, 365.492872708
1492.1, 19457.9, 400.416146028
1492.0, 16479.3, 490.480386968
1491.9, 20282.5, 298.868616619
1491.8, 18251.2, 305.878668756
1491.7, 18499.2, 231.550340099
1491.6, 18957.7, 330.01759044
1491.5, 17796.0, 107.812800724
1491.4, 18996.4, 247.9129686
1491.3, 18036.8, 254.091243454
1491.2, 17847.3, 625.601638425
1491.1, 18393.5, 184.634368415
1491.0, 18550.0, 299.895315068
1490.9, 16596.2, 245.091329916
1490.8, 17736.4, 402.188811381
1490.7, 16106.2, 130.10595682
1490.6, 19168.8, 262.326056655
1490.5, 17083.5, 444.344517239
1490.4, 16643.9, 164.074038166
1490.3, 16734.7, 252.269716772
1490.2, 16805.2, 135.26551667
1490.1, 17834.8, 315.034855214
1490.0, 16814.2, 313.416272711
1489.9, 16546.5, 236.729486968
1489.8, 16904.0, 227.638309605
1489.7, 18710.3, 427.638644185
1489.6, 16415.2, 304.532691184
1489.5, 17035.8, 261.448962515
1489.4, 15140.7, 265.315302989
1489.3, 15786.5, 117.722767552
1489.2, 17405.1, 365.499233925
1489.1, 16538.5, 254.262954439
1489.0, 15977.0, 204.034800953
1488.9, 17494.6, 162.338042368
1488.8, 14427.2, 437.828002759
1488.7, 17783.1, 322.46719213
1488.6, 14920.6, 243.872589686
1488.5, 15052.5, 251.672108109
1488.4, 16273.2, 292.896500491
1488.3, 16417.0, 211.881570695
1488.2, 16137.4, 411.442389649
1488.1, 15368.6, 204.362031699
1488.0, 13580.9, 216.398451935
1487.9, 16573.1, 206.787547981
1487.8, 16569.1, 236.947019395
1487.7, 13812.7, 264.355461453
1487.6, 16224.4, 252.697922429
1487.5, 14348.0, 149.831905814
1487.4, 16230.3, 315.919625854
1487.3, 13101.6, 188.52543595
1487.2, 13917.1, 114.528991963
1487.1, 14815.1, 360.086225785
1487.0, 15835.0, 196.377697308
1486.9, 15883.9, 235.838694874
1486.8, 14844.9, 209.013133559
1486.7, 13965.2, 166.046258615
1486.6, 16932.9, 233.490235342
1486.5, 13489.0, 167.627563366
1486.4, 14262.6, 143.160189997
1486.3, 15806.8, 299.543586144
1486.2, 13904.2, 140.532416189
1486.1, 14931.1, 176.456481887
1486.0, 15128.2, 166.578990272
1485.9, 15070.9, 178.785597854
1485.8, 16041.5, 205.172244712
1485.7, 12132.4, 354.613930916
1485.6, 13831.4, 156.308796937
1485.5, 14103.9, 75.7633816563
1485.4, 14526.6, 234.625744538
1485.3, 14586.4, 153.524069774
1485.2, 13120.7, 225.164406601
1485.1, 13561.6, 139.982284593
1485.0, 14291.1, 245.15074954
1484.9, 16480.2, 281.391115709
1484.8, 13955.9, 267.732870601
1484.7, 15912.8, 211.044924128
1484.6, 14761.0, 242.235835499
1484.5, 15497.8, 126.656069732
1484.4, 15691.9, 133.62368802
1484.3, 15803.2, 210.974311232
1484.2, 13912.7, 307.599756177
1484.1, 12794.5, 106.613554485
1484.0, 12871.6, 204.402152631
1483.9, 13717.6, 215.548695194
1483.8, 14747.2, 155.596143911
1483.7, 15595.1, 207.831879172
1483.6, 16341.3, 248.279701144
1483.5, 15778.9, 206.460867963
1483.4, 15655.5, 178.445089593
1483.3, 15554.7, 355.232050919
1483.2, 13877.5, 195.404324415
1483.1, 14262.1, 113.153391465
1483.0, 15513.2, 172.245638551
1482.9, 16471.4, 176.265821985
1482.8, 15790.6, 334.475469953
1482.7, 14507.4, 202.93112132
1482.6, 14833.6, 156.786606571
1482.5, 14191.2, 364.342091996
1482.4, 13582.3, 121.076876405
1482.3, 12660.2, 217.553579607
1482.2, 14142.6, 243.285511283
1482.1, 15910.0, 324.170017121
1482.0, 15744.7, 171.979679032
1481.9, 15352.4, 158.518894773
1481.8, 15713.5, 215.839871201
1481.7, 16795.1, 291.875127409
1481.6, 15443.4, 253.357928631
1481.5, 13271.3, 248.205177222
1481.4, 15776.1, 403.114983596
1481.3, 16491.3, 276.989548539
1481.2, 14296.6, 225.944329427
1481.1, 14506.8, 163.023801943
1481.0, 17396.0, 344.267047508
1480.9, 14051.5, 512.774463093
1480.8, 14880.7, 235.002574454
1480.7, 14867.1, 264.995641474
1480.6, 16741.0, 207.038643736
1480.5, 14051.7, 467.119909659
1480.4, 13982.5, 135.501476007
1480.3, 14409.9, 168.555895773
1480.2, 15547.3, 313.961160018
1480.1, 14806.0, 216.034719432
1480.0, 14463.6, 191.745769184
1479.9, 16475.0, 374.345562282
1479.8, 16681.7, 189.259636479
1479.7, 16154.8, 307.294256373
1479.6, 15834.0, 148.20121457
1479.5, 16226.2, 331.479954145
1479.4, 15389.0, 86.5089590736
1479.3, 15824.9, 215.501020879
1479.2, 15962.9, 214.165566794
1479.1, 15064.8, 272.72579636
1479.0, 14111.0, 182.105463949
1478.9, 16805.8, 230.905088727
1478.8, 15001.9, 320.560587097
1478.7, 16253.4, 216.051012495
1478.6, 18642.6, 331.458956735
1478.5, 15286.9, 292.147719485
1478.4, 17651.8, 290.540461898
1478.3, 15824.6, 213.091154204
1478.2, 14166.7, 204.327702478
1478.1, 16487.9, 199.995724954
1478.0, 15166.9, 106.047583659
1477.9, 14885.8, 175.389167282
1477.8, 14856.1, 165.08025321
1477.7, 15723.3, 184.061429963
1477.6, 16734.5, 324.33539739
1477.5, 13132.5, 543.663544851
1477.4, 14404.7, 262.617611748
1477.3, 17930.8, 426.847935452
1477.2, 16693.7, 244.15898509
1477.1, 16516.2, 285.437138439
1477.0, 13521.1, 416.685120925
1476.9, 15643.2, 138.102715397
1476.8, 16823.7, 322.592637858
1476.7, 17143.0, 325.311542986
1476.6, 17712.2, 292.82718453
1476.5, 16357.2, 176.441945126
1476.4, 15531.6, 160.725977987
1476.3, 14402.5, 294.791197291
1476.2, 16609.0, 238.594635313
1476.1, 17116.1, 143.371859164
1476.0, 16817.7, 230.69852622
1475.9, 16350.5, 210.658610078
1475.8, 17218.2, 287.694212663
1475.7, 16556.2, 256.219749434
1475.6, 17006.0, 240.981327077
1475.5, 17011.3, 208.184077201
1475.4, 15719.1, 224.887282877
1475.3, 17231.7, 502.309078158
1475.2, 16239.9, 183.522450943
1475.1, 19222.2, 5730.96696553
1475.0, 15998.1, 157.930649337
1474.9, 17200.9, 258.018778386
1474.8, 17301.5, 375.761160846
1474.7, 15506.5, 189.361690951
1474.6, 16185.6, 128.969143596
1474.5, 15996.4, 165.028603581
1474.4, 16536.3, 215.832365506
1474.3, 16716.7, 188.256234957
1474.2, 17029.5, 165.055899622
1474.1, 15829.7, 185.755780529
1474.0, 17161.4, 221.41282709
1473.9, 16275.4, 229.670285409
1473.8, 15330.1, 132.659300466
1473.7, 16411.3, 185.393662243
1473.6, 17318.2, 198.028179813
1473.5, 15776.5, 227.581304153
1473.4, 14242.0, 242.89750925
1473.3, 14948.2, 62.2009646227
1473.2, 13520.7, 253.510571772
1473.1, 14289.6, 133.805231587
1473.0, 15300.0, 178.795973109
1472.9, 14066.8, 226.218832107
1472.8, 16640.8, 171.457166663
1472.7, 17838.0, 233.555560842
1472.6, 15622.7, 259.903078089
1472.5, 16503.7, 258.266161159
1472.4, 14951.3, 199.258149143
1472.3, 13827.5, 142.823842547
1472.2, 15798.3, 283.500282187
1472.1, 14224.7, 207.858629842
1472.0, 15280.1, 142.682479653
1471.9, 13172.0, 204.587878429
1471.8, 16944.2, 257.925880826
1471.7, 18018.1, 265.260042223
1471.6, 13099.1, 278.090075335
1471.5, 14015.1, 202.025963678
1471.4, 14471.5, 166.990568596
1471.3, 14150.8, 112.126535664
1471.2, 15047.3, 186.765655301
1471.1, 14295.7, 198.003055532
1471.0, 12045.2, 218.797989022
1470.9, 11108.2, 301.463364275
1470.8, 12322.4, 284.473619164
1470.7, 16360.2, 320.530435372
1470.6, 13271.8, 248.439046851
1470.5, 15288.8, 235.558824925
1470.4, 12445.0, 197.690667458
1470.3, 16409.7, 368.220056488
1470.2, 18186.6, 417.131921579
1470.1, 15492.5, 138.647935434
1470.0, 13781.7, 171.78128536
1469.9, 11518.9, 315.48643394
1469.8, 11846.3, 219.846332696
1469.7, 14794.2, 278.664242414
1469.6, 11790.5, 338.800605076
1469.5, 13329.5, 164.332741716
1469.4, 14407.0, 212.144290519
1469.3, 18774.8, 492.689719803
1469.2, 16414.1, 201.682150921
1469.1, 13616.3, 204.740836181
1469.0, 15979.1, 227.540523863
1468.9, 16596.6, 346.232349731
1468.8, 14890.6, 320.17501464
1468.7, 14633.5, 216.896403843
1468.6, 13177.3, 257.785589202
1468.5, 13398.1, 141.209383541
1468.4, 11247.3, 267.799197161
1468.3, 12061.5, 395.53463818
1468.2, 11637.8, 408.083765911
1468.1, 16099.2, 242.640804483
1468.0, 12922.1, 165.798944508
1467.9, 13961.3, 356.950991034
1467.8, 12561.5, 205.779615123
1467.7, 18527.5, 683.795912535
1467.6, 12845.2, 311.395825277
1467.5, 12520.4, 128.758067708
1467.4, 16354.4, 444.971055238
1467.3, 14007.3, 389.115933881
1467.2, 11334.1, 205.029485684
1467.1, 11681.7, 263.88901076
1467.0, 16160.0, 406.237861357
1466.9, 14120.5, 232.943877361
1466.8, 9349.9, 430.342526367
1466.7, 12510.6, 186.043113283
1466.6, 13026.8, 180.986076813
1466.5, 10687.7, 270.607852805
1466.4, 11804.4, 381.716701233
1466.3, 21050.5, 468.808543011
1466.2, 12451.1, 619.307750638
1466.1, 17032.2, 337.191281026
1466.0, 16284.2, 248.576265963
1465.9, 17192.2, 313.154530544
1465.8, 17482.2, 313.963309958
1465.7, 20498.6, 571.054148046
1465.6, 15744.1, 240.609829392
1465.5, 16339.4, 407.387334118
1465.4, 16914.9, 309.404088531
1465.3, 18201.1, 174.162251938
1465.2, 16653.2, 215.961478046
1465.1, 18240.4, 226.458031432
1465.0, 19569.4, 411.367038057
1464.9, 10540.8, 765.201515942
1464.8, 18338.7, 285.177506126
1464.7, 14304.7, 366.095083278
1464.6, 11508.7, 478.120497364
1464.5, 14914.7, 388.752118965
1464.4, 15213.7, 167.723015713
1464.3, 21241.4, 899.998577777
1464.2, 16904.5, 689.700695954
1464.1, 24472.9, 522.946928474
1464.0, 22187.7, 1002.04032354
1463.9, 13321.9, 1022.22682904
1463.8, 15408.7, 566.902645963
1463.7, 15729.4, 267.453996044
1463.6, 15219.3, 523.381514767
1463.5, 17590.8, 845.049915685
1463.4, 11506.9, 821.884353179
1463.3, 10836.3, 519.384260447
1463.2, 14645.3, 332.583538378
1463.1, 14900.5, 285.584400834
1463.0, 11973.8, 485.897273094
1462.9, 12740.0, 221.79585208
1462.8, 26616.0, 766.455478159
1462.7, 26600.9, 457.001411376
1462.6, 17984.9, 833.568527477
1462.5, 13036.0, 401.230357775
1462.4, 14567.6, 282.992296715
1462.3, 17068.2, 675.946270054
1462.2, 21296.6, 565.066757118
1462.1, 18993.6, 207.54527217
1462.0, 15849.4, 197.04172147
1461.9, 24103.1, 746.096434786
1461.8, 19253.5, 302.525784025
1461.7, 19504.8, 192.953258589
1461.6, 26248.8, 501.07400651
1461.5, 19162.2, 407.226423504
1461.4, 15149.8, 773.867404663
1461.3, 19637.3, 1542.02866705
1461.2, 8687.4, 732.484702912
1461.1, 13384.7, 505.22134753
1461.0, 9968.8, 708.087395736
1460.9, 14932.7, 1413.43355344
1460.8, 20950.0, 952.133394016
1460.7, 23233.5, 1191.15912035
1460.6, 24714.8, 862.239038782
1460.5, 41591.8, 1323.19815598
1460.4, 28014.7, 239.303593788
1460.3, 23511.8, 691.424731985
1460.2, 17065.4, 788.918398822
1460.1, 12331.3, 590.722616801
1460.0, 19586.2, 428.92069197
1459.9, 8788.5, 1128.1999158
1459.8, 13693.3, 1105.15673549
1459.7, 25830.2, 1858.52548005
1459.6, 33084.1, 2492.81509342
1459.5, 45068.9, 1209.3210037
1459.4, 30529.7, 566.712457954
1459.3, 25927.3, 1306.65795448
1459.2, 12801.8, 1013.52837158
1459.1, 7615.4, 1294.51722275
1459.0, 19297.8, 901.054138218
1458.9, 33405.2, 1610.57851718
1458.8, 33428.7, 1088.52028461
1458.7, 33817.4, 566.720424901
1458.6, 24167.6, 626.013290594
1458.5, 9957.5, 1097.26343692
1458.4, 8162.5, 786.834957281
1458.3, 21718.1, 1823.2078022
1458.2, 29241.3, 740.476474981
1458.1, 28015.2, 583.399314364
1458.0, 25266.4, 1296.7167154
1457.9, 15471.3, 785.076053641
1457.8, 18325.8, 799.610755305
1457.7, 24998.8, 761.734441915
1457.6, 17341.0, 590.789641074
1457.5, 20859.0, 258.034881363
1457.4, 31987.8, 1259.5628448
1457.3, 28003.8, 859.829262121
1457.2, 12045.2, 1287.96194043
1457.1, 22772.7, 874.70361266
1457.0, 27807.9, 593.123503159
1456.9, 34185.6, 843.261311813
1456.8, 16353.1, 956.458200864
1456.7, 18733.8, 394.927284446
1456.6, 22855.1, 1737.02403265
1456.5, 28739.1, 537.254771966
1456.4, 28180.3, 422.519597179
1456.3, 11169.9, 1156.91758133
1456.2, 21285.5, 632.119015692
1456.1, 24834.6, 378.606180615
1456.0, 22147.5, 540.115034044
1455.9, 19369.4, 289.885218664
1455.8, 13676.9, 576.690289497
1455.7, 33237.2, 1275.48875338
1455.6, 27341.9, 508.463263176
1455.5, 8317.9, 1380.62988886
1455.4, 39655.3, 1954.55621817
1455.3, 22634.1, 917.044431857
1455.2, 18261.1, 568.790374391
1455.1, 25215.9, 1003.27498225
1455.0, 36794.0, 841.720499929
1454.9, 12433.4, 1340.13060558
1454.8, 28844.2, 932.067036216
1454.7, 26530.1, 323.072886513
1454.6, 20899.3, 1166.09502614
1454.5, 21641.2, 1066.72965647
1454.4, 39859.5, 2257.74423928
1454.3, 12781.1, 3341.34567053
1454.2, 27420.5, 3759.9377455
1454.1, 53964.7, 2713.98644249
1454.0, 7388.2, 2667.15334392
1453.9, 35752.5, 4139.67721568
1453.8, 46071.2, 1834.20537563
1453.7, 10680.8, 1865.14089548
1453.6, 25699.9, 1603.70336721
1453.5, 19002.6, 895.867088356
1453.4, 18631.0, 349.797941675
1453.3, 26569.4, 734.725145888
1453.2, 15316.6, 1150.31440919
1453.1, 33549.4, 1669.09198069
1453.0, 15275.4, 1282.64587474
1452.9, 23764.6, 682.469369276
1452.8, 24226.0, 298.032213024
1452.7, 18651.3, 440.080913015
1452.6, 17994.0, 355.711681
1452.5, 26619.3, 554.923967765
1452.4, 17266.2, 1038.61087997
1452.3, 26527.1, 431.170836212
1452.2, 18917.0, 584.152548569
1452.1, 43750.3, 1685.16990538
1452.0, 19781.0, 1870.31462594
1451.9, 29474.4, 694.75264663
1451.8, 26980.9, 340.578757412
1451.7, 12061.3, 1049.326646
1451.6, 34465.0, 1359.8327103
1451.5, 24395.6, 802.068849913
1451.4, 23736.5, 1444.56140403
1451.3, 37667.8, 1516.94362453
1451.2, 13560.2, 1510.77190866
1451.1, 41060.2, 2390.01957314
1451.0, 19948.1, 1463.65962232
1450.9, 26204.2, 1065.48259488
1450.8, 28223.8, 529.46251992
1450.7, 13982.8, 1115.17835345
1450.6, 41254.3, 1619.28027531
1450.5, 16652.5, 1471.29400529
1450.4, 33903.5, 1223.52500996
1450.3, 22859.6, 822.506923983
1450.2, 18405.5, 1224.85846121
1450.1, 34740.8, 1350.44702229
